"deal_id","url","indexable","title_tag","primary_query","secondary_queries","value_score","merchant_path","comparison_path","collection_paths"
"amazon-prime-young-adults-20260801","https://dealdesk.fyi/deals/amazon-prime-young-adults/","false","Prime for Young Adults — 6-month $0 trial deal: $0 | DealDesk","Prime for Young Adults — 6-month $0 trial deal","Prime for Young Adults — 6-month $0 trial price | Prime for Young Adults — 6-month $0 trial discount | Amazon Prime Prime for Young Adults — 6-month $0 trial","77","/merchants/","",""
"ebay-item-366373129773","https://dealdesk.fyi/deals/ebay-item-366373129773/","false","Dell Latitude 7490 Touch – i7‑8650U, 16GB,… deal: $239.99 | DealDesk","Dell Latitude 7490 Touch – i7‑8650U, 16GB, 512GB SSD, Win11 Pro deal","Dell Latitude 7490 Touch – i7‑8650U, 16GB, 512GB SSD, Win11 Pro price | Dell Latitude 7490 Touch – i7‑8650U, 16GB, 512GB SSD, Win11 Pro discount | eBay Dell Latitude 7490 Touch – i7‑8650U, 16GB, 512GB SSD, Win11 Pro","86","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
"amazon-B0FWK41WF2-20260812","https://dealdesk.fyi/deals/amazon-b0fwk41wf2/","false","eufy C28 robot vacuum and mop deal: $499.99 | DealDesk","eufy C28 robot vacuum and mop deal","eufy C28 robot vacuum and mop price | eufy C28 robot vacuum and mop discount | Amazon eufy C28 robot vacuum and mop","73","/merchant/amazon/","","/collections/security-cameras/"
"ebay-item-127987648416","https://dealdesk.fyi/deals/ebay-item-127987648416/","false","Pokemon ITM0020383 Trading Card Games… deal: $126.00 | DealDesk","Pokemon ITM0020383 Trading Card Games Scarlet & Violet Destined Rivals Elite deal","Pokemon ITM0020383 Trading Card Games Scarlet & Violet Destined Rivals Elite price | Pokemon ITM0020383 Trading Card Games Scarlet & Violet Destined Rivals Elite discount | eBay Pokemon ITM0020383 Trading Card Games Scarlet & Violet Destined Rivals Elite","84","/merchant/ebay/","","/collections/pokemon-cards/"
"cj-nordvpn-2-year-20260801","https://dealdesk.fyi/deals/cj-nordvpn-2-year/","false","NordVPN Basic 2-year plan deal: $3.49/mo | DealDesk","NordVPN Basic 2-year plan deal","NordVPN Basic 2-year plan price | NordVPN Basic 2-year plan discount | NordVPN deals","77","/merchant/nordvpn/","","/collections/vpn-deals/"
"ebay-item-366597492407","https://dealdesk.fyi/deals/ebay-item-366597492407/","false","HP ZBook Firefly 14 G8 14"" 512GB i5-1145G7… deal: $265.00 | DealDesk","HP ZBook Firefly 14 G8 14"" 512GB i5-1145G7 WIN11P, Gray deal","HP ZBook Firefly 14 G8 14"" 512GB i5-1145G7 WIN11P, Gray price | HP ZBook Firefly 14 G8 14"" 512GB i5-1145G7 WIN11P, Gray discount | eBay HP ZBook Firefly 14 G8 14"" 512GB i5-1145G7 WIN11P, Gray","86","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
"rakuten-sensibo-air-room-sensor-20260803","https://dealdesk.fyi/deals/rakuten-sensibo-air-room-sensor/","false","Sensibo Air + Room Sensor deal: $159.00 | DealDesk","Sensibo Air + Room Sensor deal","Sensibo Air + Room Sensor price | Sensibo Air + Room Sensor discount | Sensibo deals","79","/merchant/sensibo/","",""
"ebay-item-206474700849","https://dealdesk.fyi/deals/ebay-item-206474700849/","false","Trolls 3 DJ Trollex Party Mixer deal: $8.59 | DealDesk","Trolls 3 DJ Trollex Party Mixer deal","Trolls 3 DJ Trollex Party Mixer price | Trolls 3 DJ Trollex Party Mixer discount | eBay Trolls 3 DJ Trollex Party Mixer","86","/merchant/ebay/","",""
"amazon-B0C5C89QKZ-20260812","https://dealdesk.fyi/deals/amazon-b0c5c89qkz/","false","Anker SOLIX C1000 portable power station deal: $429.98 | DealDesk","Anker SOLIX C1000 portable power station deal","Anker SOLIX C1000 portable power station price | Anker SOLIX C1000 portable power station discount | Amazon Anker SOLIX C1000 portable power station","73","/merchant/amazon/","",""
"cj-surfshark-starter-20260801","https://dealdesk.fyi/deals/cj-surfshark-starter/","false","Surfshark Starter 24-month plan deal: $2.49/mo | DealDesk","Surfshark Starter 24-month plan deal","Surfshark Starter 24-month plan price | Surfshark Starter 24-month plan discount | Surfshark deals","77","/merchant/surfshark/","","/collections/vpn-deals/"
"ebay-item-137021591561","https://dealdesk.fyi/deals/ebay-item-137021591561/","true","Star Wars Micro Galaxy Squadron Ghost with… deal: $16.00 | DealDesk","Star Wars Micro Galaxy Squadron Ghost with Mini Figures deal","Star Wars Micro Galaxy Squadron Ghost with Mini Figures price | Star Wars Micro Galaxy Squadron Ghost with Mini Figures discount | eBay Star Wars Micro Galaxy Squadron Ghost with Mini Figures","84","/merchant/ebay/","",""
"amazon-B0CXZTT4MT-20260812","https://dealdesk.fyi/deals/amazon-b0cxztt4mt/","false","Amazon Fire TV Soundbar Plus deal: $149.99 | DealDesk","Amazon Fire TV Soundbar Plus deal","Amazon Fire TV Soundbar Plus price | Amazon Fire TV Soundbar Plus discount | Amazon deals","73","/merchant/amazon/","","/collections/soundbars/"
"cj-proton-vpn-plus-2-year-70off-20260804","https://dealdesk.fyi/deals/cj-proton-vpn-plus-2-year-70off/","false","Proton VPN Plus 2-year plan deal: $71.76 | DealDesk","Proton VPN Plus 2-year plan deal","Proton VPN Plus 2-year plan price | Proton VPN Plus 2-year plan discount | Proton VPN deals","77","/merchant/proton-vpn/","","/collections/vpn-deals/"
"ebay-item-127765710395","https://dealdesk.fyi/deals/ebay-item-127765710395/","false","Voyage Aeronautics VL-6503 VA-2500 Premium… deal: $16.00 | DealDesk","Voyage Aeronautics VL-6503 VA-2500 Premium HD Video Drone with Optical Flow deal","Voyage Aeronautics VL-6503 VA-2500 Premium HD Video Drone with Optical Flow price | Voyage Aeronautics VL-6503 VA-2500 Premium HD Video Drone with Optical Flow discount | eBay Voyage Aeronautics VL-6503 VA-2500 Premium HD Video Drone with Optical Flow","80","/merchant/ebay/","",""
"amazon-B0FMTSRKYL-20260812","https://dealdesk.fyi/deals/amazon-b0fmtsrkyl/","false","Keurig K-Mini Mate coffee maker deal: $49.99 | DealDesk","Keurig K-Mini Mate coffee maker deal","Keurig K-Mini Mate coffee maker price | Keurig K-Mini Mate coffee maker discount | Amazon Keurig K-Mini Mate coffee maker","69","/merchant/amazon/","",""
"ebay-item-136085045308","https://dealdesk.fyi/deals/ebay-item-136085045308/","false","Arlo VMC3060-100NAR Essential 2ndGen 2K… deal: $14.28 | DealDesk","Arlo VMC3060-100NAR Essential 2ndGen 2K Indoor Single Cam-Certified Refurbished deal","Arlo VMC3060-100NAR Essential 2ndGen 2K Indoor Single Cam-Certified Refurbished price | Arlo VMC3060-100NAR Essential 2ndGen 2K Indoor Single Cam-Certified Refurbished discount | eBay Arlo VMC3060-100NAR Essential 2ndGen 2K Indoor Single Cam-Certified Refurbished","90","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/security-cameras/"
"cj-malwarebytes-standard-2-year-25off-20260811","https://dealdesk.fyi/deals/cj-malwarebytes-standard-2-year-25off/","false","Malwarebytes Standard 2-year plan deal: $67.48 | DealDesk","Malwarebytes Standard 2-year plan deal","Malwarebytes Standard 2-year plan price | Malwarebytes Standard 2-year plan discount | Malwarebytes deals","73","/merchant/malwarebytes/","",""
"ebay-item-277131242978","https://dealdesk.fyi/deals/ebay-item-277131242978/","false","Dyson SV25 V8 Extra Cordless Vacuum |… deal: $179.99 | DealDesk","Dyson SV25 V8 Extra Cordless Vacuum | Purple | Refurbished deal","Dyson SV25 V8 Extra Cordless Vacuum | Purple | Refurbished price | Dyson SV25 V8 Extra Cordless Vacuum | Purple | Refurbished discount | eBay Dyson SV25 V8 Extra Cordless Vacuum | Purple | Refurbished","90","/merchant/ebay/","",""
"cj-curiositystream-standard-monthly-20260811","https://dealdesk.fyi/deals/cj-curiositystream-standard-monthly/","false","CuriosityStream Standard — $5.99/month deal: $5.99/mo | DealDesk","CuriosityStream Standard — $5.99/month deal","CuriosityStream Standard — $5.99/month price | CuriosityStream Standard — $5.99/month current offer | CuriosityStream deals","57","/merchant/curiositystream/","",""
"ebay-item-286014554031","https://dealdesk.fyi/deals/ebay-item-286014554031/","true","Snakebyte GamePad Pro X Controller for Xbox… deal: $18.99 | DealDesk","Snakebyte GamePad Pro X Controller for Xbox Series X and PC (White) deal","Snakebyte GamePad Pro X Controller for Xbox Series X and PC (White) price | Snakebyte GamePad Pro X Controller for Xbox Series X and PC (White) discount | eBay Snakebyte GamePad Pro X Controller for Xbox Series X and PC (White)","90","/merchant/ebay/","","/collections/refurbished-electronics/"
"amazon-audible-standard-trial-20260801","https://dealdesk.fyi/deals/amazon-audible-standard-trial/","false","Audible Standard — 30-day free trial deal: $0 | DealDesk","Audible Standard — 30-day free trial deal","Audible Standard — 30-day free trial price | Audible Standard — 30-day free trial current offer | Audible deals","65","/merchants/","",""
"ebay-item-331693050907","https://dealdesk.fyi/deals/ebay-item-331693050907/","false","Makita HP2050-R 6.6 Amp 3/4"" Corded Hammer… deal: $88.19 | DealDesk","Makita HP2050-R 6.6 Amp 3/4"" Corded Hammer Drill Certified Refurbished deal","Makita HP2050-R 6.6 Amp 3/4"" Corded Hammer Drill Certified Refurbished price | Makita HP2050-R 6.6 Amp 3/4"" Corded Hammer Drill Certified Refurbished discount | eBay Makita HP2050-R 6.6 Amp 3/4"" Corded Hammer Drill Certified Refurbished","90","/merchant/ebay/","","/collections/makita-tools/"
"amazon-B07D5DN269-20260801","https://dealdesk.fyi/deals/amazon-b07d5dn269/","false","Niagara queen cooling mattress topper deal: $37.89 | DealDesk","Niagara queen cooling mattress topper deal","Niagara queen cooling mattress topper price | Niagara queen cooling mattress topper discount | Amazon Niagara queen cooling mattress topper","68","/merchant/amazon/","",""
"ebay-item-254987231741-554895524528","https://dealdesk.fyi/deals/ebay-item-254987231741-554895524528/","false","Samsung Galaxy S21 5G 128GB G991U Unlocked… deal: $128.99 | DealDesk","Samsung Galaxy S21 5G 128GB G991U Unlocked - Good deal","Samsung Galaxy S21 5G 128GB G991U Unlocked - Good price | Samsung Galaxy S21 5G 128GB G991U Unlocked - Good discount | eBay Samsung Galaxy S21 5G 128GB G991U Unlocked - Good","100","/merchant/ebay/","/compare/samsung-galaxy-s21/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"cj-magzter-gold-annual-50off-20260803","https://dealdesk.fyi/deals/cj-magzter-gold-annual-50off/","false","Magzter GOLD annual subscription deal: $74.99 | DealDesk","Magzter GOLD annual subscription deal","Magzter GOLD annual subscription price | Magzter GOLD annual subscription discount | Magzter deals","77","/merchant/magzter/","",""
"ebay-item-276668818214","https://dealdesk.fyi/deals/ebay-item-276668818214/","false","Dyson V8 Absolute Cordless Vacuum |… deal: $199.99 | DealDesk","Dyson V8 Absolute Cordless Vacuum | Silver/Nickel | Refurbished deal","Dyson V8 Absolute Cordless Vacuum | Silver/Nickel | Refurbished price | Dyson V8 Absolute Cordless Vacuum | Silver/Nickel | Refurbished discount | eBay Dyson V8 Absolute Cordless Vacuum | Silver/Nickel | Refurbished","100","/merchant/ebay/","/compare/dyson-v8/",""
"amazon-B0DSP8J476-20260801","https://dealdesk.fyi/deals/amazon-b0dsp8j476/","false","Roborock Qrevo S5V robot vacuum and mop deal: $499.99 | DealDesk","Roborock Qrevo S5V robot vacuum and mop deal","Roborock Qrevo S5V robot vacuum and mop price | Roborock Qrevo S5V robot vacuum and mop discount | Amazon Roborock Qrevo S5V robot vacuum and mop","68","/merchant/amazon/","",""
"ebay-item-255803826545-555925514141","https://dealdesk.fyi/deals/ebay-item-255803826545-555925514141/","true","Samsung Galaxy S22+ 128GB S906U Unlocked -… deal: $161.99 | DealDesk","Samsung Galaxy S22+ 128GB S906U Unlocked - Good deal","Samsung Galaxy S22+ 128GB S906U Unlocked - Good price | Samsung Galaxy S22+ 128GB S906U Unlocked - Good discount | eBay Samsung Galaxy S22+ 128GB S906U Unlocked - Good","100","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"cj-nordpass-premium-20260801","https://dealdesk.fyi/deals/cj-nordpass-premium/","false","NordPass Premium 2-year plan deal: $1.39/mo | DealDesk","NordPass Premium 2-year plan deal","NordPass Premium 2-year plan price | NordPass Premium 2-year plan discount | NordPass deals","77","/merchant/nordpass/","",""
"ebay-item-116396531355","https://dealdesk.fyi/deals/ebay-item-116396531355/","false","Melissa & Doug 9286 Wooden Scoop & Serve Ice… deal: $16.00 | DealDesk","Melissa & Doug 9286 Wooden Scoop & Serve Ice Cream Counter deal","Melissa & Doug 9286 Wooden Scoop & Serve Ice Cream Counter price | Melissa & Doug 9286 Wooden Scoop & Serve Ice Cream Counter discount | eBay Melissa & Doug 9286 Wooden Scoop & Serve Ice Cream Counter","84","/merchant/ebay/","",""
"amazon-B00JH98GR4-20260801","https://dealdesk.fyi/deals/amazon-b00jh98gr4/","false","Shark Navigator Lift-Away vacuum deal: $149.00 | DealDesk","Shark Navigator Lift-Away vacuum deal","Shark Navigator Lift-Away vacuum price | Shark Navigator Lift-Away vacuum discount | Amazon Shark Navigator Lift-Away vacuum","68","/merchant/amazon/","",""
"ebay-item-254987231741-554895524532","https://dealdesk.fyi/deals/ebay-item-254987231741-554895524532/","false","Samsung Galaxy S21 5G 128GB G991U Unlocked -… deal 524532 | DealDesk","Samsung Galaxy S21 5G 128GB G991U Unlocked - Good deal","Samsung Galaxy S21 5G 128GB G991U Unlocked - Good price | Samsung Galaxy S21 5G 128GB G991U Unlocked - Good discount | eBay Samsung Galaxy S21 5G 128GB G991U Unlocked - Good","100","/merchant/ebay/","/compare/samsung-galaxy-s21/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"amazon-kids-plus-trial-20260801","https://dealdesk.fyi/deals/amazon-kids-plus-trial/","false","Amazon Kids+ — 1-month free trial deal: $0 | DealDesk","Amazon Kids+ — 1-month free trial deal","Amazon Kids+ — 1-month free trial price | Amazon Kids+ — 1-month free trial current offer | Amazon Kids+ deals","65","/merchants/","",""
"ebay-item-294169926707","https://dealdesk.fyi/deals/ebay-item-294169926707/","true","Makita XT268T 18V LXT Li-Ion Brushless… deal: $340.44 | DealDesk","Makita XT268T 18V LXT Li-Ion Brushless 2-Piece Combo Kit (Certified Refurbished) deal","Makita XT268T 18V LXT Li-Ion Brushless 2-Piece Combo Kit (Certified Refurbished) price | Makita XT268T 18V LXT Li-Ion Brushless 2-Piece Combo Kit (Certified Refurbished) discount | eBay Makita XT268T 18V LXT Li-Ion Brushless 2-Piece Combo Kit (Certified Refurbished)","90","/merchant/ebay/","","/collections/makita-tools/"
"amazon-B07MJL8NXR-20260801","https://dealdesk.fyi/deals/amazon-b07mjl8nxr/","false","Premier Protein chocolate shakes, 12-pack deal: $26.70 | DealDesk","Premier Protein chocolate shakes, 12-pack deal","Premier Protein chocolate shakes, 12-pack price | Premier Protein chocolate shakes, 12-pack discount | Amazon Premier Protein chocolate shakes, 12-pack","64","/merchant/amazon/","",""
"ebay-item-366347496626","https://dealdesk.fyi/deals/ebay-item-366347496626/","false","HP EliteBook 745 G6 14"" Ryzen 5 PRO 16GB… deal: $229.99 | DealDesk","HP EliteBook 745 G6 14"" Ryzen 5 PRO 16GB 512GB SSD Win11 Pro FPR deal","HP EliteBook 745 G6 14"" Ryzen 5 PRO 16GB 512GB SSD Win11 Pro FPR price | HP EliteBook 745 G6 14"" Ryzen 5 PRO 16GB 512GB SSD Win11 Pro FPR discount | eBay HP EliteBook 745 G6 14"" Ryzen 5 PRO 16GB 512GB SSD Win11 Pro FPR","86","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
"amazon-prime-video-channels-paid-20260731","https://dealdesk.fyi/deals/amazon-prime-video-channels-paid/","false","Prime Video Channels — trials and… deal: See terms | DealDesk","Prime Video Channels — trials and subscriptions deal","Prime Video Channels — trials and subscriptions price | Prime Video Channels — trials and subscriptions current offer | Prime Video Channels deals","45","/merchants/","",""
"ebay-item-278212908333","https://dealdesk.fyi/deals/ebay-item-278212908333/","false","Dyson V8 Cordless Vacuum | Silver |… deal: $189.99 | DealDesk","Dyson V8 Cordless Vacuum | Silver | Refurbished deal","Dyson V8 Cordless Vacuum | Silver | Refurbished price | Dyson V8 Cordless Vacuum | Silver | Refurbished discount | eBay Dyson V8 Cordless Vacuum | Silver | Refurbished","100","/merchant/ebay/","/compare/dyson-v8/",""
"amazon-prime-video-free-trial-20260731","https://dealdesk.fyi/deals/amazon-prime-video-free-trial/","false","Prime with Prime Video — 30-day free trial for… deal: $0 | DealDesk","Prime with Prime Video — 30-day free trial for eligible customers deal","Prime with Prime Video — 30-day free trial for eligible customers price | Prime with Prime Video — 30-day free trial for eligible customers current offer | Amazon Prime Video Prime with Prime Video — 30-day free trial for eligible customers","57","/merchants/","",""
"ebay-item-127199857496","https://dealdesk.fyi/deals/ebay-item-127199857496/","false","Samsung Galaxy S22+ Green 128 Good -… deal: $161.14 | DealDesk","Samsung Galaxy S22+ Green 128 Good - Refurbished - Unlocked deal","Samsung Galaxy S22+ Green 128 Good - Refurbished - Unlocked price | Samsung Galaxy S22+ Green 128 Good - Refurbished - Unlocked discount | eBay Samsung Galaxy S22+ Green 128 Good - Refurbished - Unlocked","96","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-374922753524","https://dealdesk.fyi/deals/ebay-item-374922753524/","false","2020 Apple MacBook Pro 13"" i7… deal: $348.34 | DealDesk","2020 Apple MacBook Pro 13"" i7 2.3GHz/16GB/512GB - (Space Gray) A2251 w/Warranty deal","2020 Apple MacBook Pro 13"" i7 2.3GHz/16GB/512GB - (Space Gray) A2251 w/Warranty price | 2020 Apple MacBook Pro 13"" i7 2.3GHz/16GB/512GB - (Space Gray) A2251 w/Warranty discount | eBay 2020 Apple MacBook Pro 13"" i7 2.3GHz/16GB/512GB - (Space Gray) A2251 w/Warranty","100","/merchant/ebay/","/compare/apple-macbook-pro-13/","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
"ebay-item-366564086957","https://dealdesk.fyi/deals/ebay-item-366564086957/","false","HP EliteBook 840 G8 i5-1145G7 16GB RAM… deal: $239.99 | DealDesk","HP EliteBook 840 G8 i5-1145G7 16GB RAM 256GB SSD Windows 11 Pro deal","HP EliteBook 840 G8 i5-1145G7 16GB RAM 256GB SSD Windows 11 Pro price | HP EliteBook 840 G8 i5-1145G7 16GB RAM 256GB SSD Windows 11 Pro discount | eBay HP EliteBook 840 G8 i5-1145G7 16GB RAM 256GB SSD Windows 11 Pro","86","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
"ebay-item-366391212919","https://dealdesk.fyi/deals/ebay-item-366391212919/","false","Lenovo ThinkPad T14s G2 i5‑1135G7 8GB RAM… deal: $259.99 | DealDesk","Lenovo ThinkPad T14s G2 i5‑1135G7 8GB RAM 512GB SSD Windows 11 Pro deal","Lenovo ThinkPad T14s G2 i5‑1135G7 8GB RAM 512GB SSD Windows 11 Pro price | Lenovo ThinkPad T14s G2 i5‑1135G7 8GB RAM 512GB SSD Windows 11 Pro discount | eBay Lenovo ThinkPad T14s G2 i5‑1135G7 8GB RAM 512GB SSD Windows 11 Pro","96","/merchant/ebay/","/compare/lenovo-thinkpad-t14s/","/collections/refurbished-electronics/ | /collections/refurbished-laptops/ | /collections/lenovo-thinkpad/"
"ebay-item-314274037776","https://dealdesk.fyi/deals/ebay-item-314274037776/","false","SimpliSafe 6 Piece Wireless Home Security… deal: $49.99 | DealDesk","SimpliSafe 6 Piece Wireless Home Security System - White deal","SimpliSafe 6 Piece Wireless Home Security System - White price | SimpliSafe 6 Piece Wireless Home Security System - White discount | eBay SimpliSafe 6 Piece Wireless Home Security System - White","90","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/security-cameras/"
"ebay-item-255883394766-556399764072","https://dealdesk.fyi/deals/ebay-item-255883394766-556399764072/","true","Samsung Galaxy S21 Ultra 5G 128GB G998U… deal: $219.99 | DealDesk","Samsung Galaxy S21 Ultra 5G 128GB G998U Unlocked - Good deal","Samsung Galaxy S21 Ultra 5G 128GB G998U Unlocked - Good price | Samsung Galaxy S21 Ultra 5G 128GB G998U Unlocked - Good discount | eBay Samsung Galaxy S21 Ultra 5G 128GB G998U Unlocked - Good","90","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-255865325274-555803153093","https://dealdesk.fyi/deals/ebay-item-255865325274-555803153093/","false","Samsung Galaxy S22 128GB S901U Unlocked -… deal: $147.99 | DealDesk","Samsung Galaxy S22 128GB S901U Unlocked - Good deal","Samsung Galaxy S22 128GB S901U Unlocked - Good price | Samsung Galaxy S22 128GB S901U Unlocked - Good discount | eBay Samsung Galaxy S22 128GB S901U Unlocked - Good","100","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-306983192651","https://dealdesk.fyi/deals/ebay-item-306983192651/","false","Mission LX-6 MKII 6.5"" 3-Way Floor Standing… deal: $214.00 | DealDesk","Mission LX-6 MKII 6.5"" 3-Way Floor Standing Home Audio Tower Speaker in Black deal","Mission LX-6 MKII 6.5"" 3-Way Floor Standing Home Audio Tower Speaker in Black price | Mission LX-6 MKII 6.5"" 3-Way Floor Standing Home Audio Tower Speaker in Black discount | eBay Mission LX-6 MKII 6.5"" 3-Way Floor Standing Home Audio Tower Speaker in Black","90","/merchant/ebay/","","/collections/refurbished-electronics/"
"ebay-item-366583705779","https://dealdesk.fyi/deals/ebay-item-366583705779/","false","Dell Latitude 7320 13.3"" i7-1185G7 16GB… deal: $264.99 | DealDesk","Dell Latitude 7320 13.3"" i7-1185G7 16GB 512GB SSD Win11 Pro Laptop deal","Dell Latitude 7320 13.3"" i7-1185G7 16GB 512GB SSD Win11 Pro Laptop price | Dell Latitude 7320 13.3"" i7-1185G7 16GB 512GB SSD Win11 Pro Laptop discount | eBay Dell Latitude 7320 13.3"" i7-1185G7 16GB 512GB SSD Win11 Pro Laptop","86","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
"ebay-item-127244140495","https://dealdesk.fyi/deals/ebay-item-127244140495/","false","Samsung Galaxy S22 Gold 128GB Good -… deal: $144.99 | DealDesk","Samsung Galaxy S22 Gold 128GB Good - Refurbished - Unlocked deal","Samsung Galaxy S22 Gold 128GB Good - Refurbished - Unlocked price | Samsung Galaxy S22 Gold 128GB Good - Refurbished - Unlocked discount | eBay Samsung Galaxy S22 Gold 128GB Good - Refurbished - Unlocked","96","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-127846248795-429050035346","https://dealdesk.fyi/deals/ebay-item-127846248795-429050035346/","false","Samsung Galaxy S22 128GB Good Condition All… deal: $144.99 | DealDesk","Samsung Galaxy S22 128GB Good Condition All Colors deal","Samsung Galaxy S22 128GB Good Condition All Colors price | Samsung Galaxy S22 128GB Good Condition All Colors discount | eBay Samsung Galaxy S22 128GB Good Condition All Colors","96","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/samsung-galaxy/"
"ebay-item-254986400075-554895531578","https://dealdesk.fyi/deals/ebay-item-254986400075-554895531578/","false","Samsung Galaxy S21 5G 128GB G991U Unlocked… deal: $147.99 | DealDesk","Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good deal","Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good price | Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good discount | eBay Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good","96","/merchant/ebay/","/compare/samsung-galaxy-s21/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-254986400075-554895531579","https://dealdesk.fyi/deals/ebay-item-254986400075-554895531579/","false","Samsung Galaxy S21 5G 128GB G991U Unlocked -… deal 531579 | DealDesk","Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good deal","Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good price | Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good discount | eBay Samsung Galaxy S21 5G 128GB G991U Unlocked - Very Good","96","/merchant/ebay/","/compare/samsung-galaxy-s21/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-255865325366-555803298945","https://dealdesk.fyi/deals/ebay-item-255865325366-555803298945/","false","Samsung Galaxy S22 256GB S901U Unlocked -… deal: $161.99 | DealDesk","Samsung Galaxy S22 256GB S901U Unlocked - Good deal","Samsung Galaxy S22 256GB S901U Unlocked - Good price | Samsung Galaxy S22 256GB S901U Unlocked - Good discount | eBay Samsung Galaxy S22 256GB S901U Unlocked - Good","100","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-255788146958-555925658945","https://dealdesk.fyi/deals/ebay-item-255788146958-555925658945/","false","Samsung Galaxy S22+ 128GB S906U Unlocked -… deal: $189.99 | DealDesk","Samsung Galaxy S22+ 128GB S906U Unlocked - Very Good deal","Samsung Galaxy S22+ 128GB S906U Unlocked - Very Good price | Samsung Galaxy S22+ 128GB S906U Unlocked - Very Good discount | eBay Samsung Galaxy S22+ 128GB S906U Unlocked - Very Good","100","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-127435922815","https://dealdesk.fyi/deals/ebay-item-127435922815/","false","Samsung Galaxy S22 Gold 128GB Very Good -… deal: $151.97 | DealDesk","Samsung Galaxy S22 Gold 128GB Very Good - Refurbished - Unlocked deal","Samsung Galaxy S22 Gold 128GB Very Good - Refurbished - Unlocked price | Samsung Galaxy S22 Gold 128GB Very Good - Refurbished - Unlocked discount | eBay Samsung Galaxy S22 Gold 128GB Very Good - Refurbished - Unlocked","100","/merchant/ebay/","/compare/samsung-galaxy-s22/","/collections/refurbished-electronics/ | /collections/unlocked-smartphones/ | /collections/samsung-galaxy/"
"ebay-item-366583705767","https://dealdesk.fyi/deals/ebay-item-366583705767/","false","Lenovo ThinkPad 14"" 16GB 512GB, Black deal: $252.00 | DealDesk","Lenovo ThinkPad 14"" 16GB 512GB, Black deal","Lenovo ThinkPad 14"" 16GB 512GB, Black price | Lenovo ThinkPad 14"" 16GB 512GB, Black discount | eBay Lenovo ThinkPad 14"" 16GB 512GB, Black","86","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/ | /collections/lenovo-thinkpad/"
"ebay-item-145286441414","https://dealdesk.fyi/deals/ebay-item-145286441414/","true","2020 Apple MacBook Pro 16GB 512GB 13"" i5… deal: $363.83 | DealDesk","2020 Apple MacBook Pro 16GB 512GB 13"" i5 (Space Gray) A2251 w/1 Year Warranty deal","2020 Apple MacBook Pro 16GB 512GB 13"" i5 (Space Gray) A2251 w/1 Year Warranty price | 2020 Apple MacBook Pro 16GB 512GB 13"" i5 (Space Gray) A2251 w/1 Year Warranty discount | eBay 2020 Apple MacBook Pro 16GB 512GB 13"" i5 (Space Gray) A2251 w/1 Year Warranty","90","/merchant/ebay/","","/collections/refurbished-electronics/ | /collections/refurbished-laptops/"
